Scenario_Name	EIR	Coverage	fundecay	kdecay	Decay	Halflife	Efficacy	SEED
iTPP3_ChemoLiver_TreatLiverBlood_replication_595	154	0	weibull	5.395333	exp	57.3536757646254	0.894647141370794	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_596	154	1	weibull	5.395333	exp	57.3536757646254	0.894647141370794	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_597	154	0	weibull	5.395333	exp	35.5683030726547	0.975064085585499	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_598	154	1	weibull	5.395333	exp	35.5683030726547	0.975064085585499	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_599	154	0	weibull	5.395333	exp	53.8890532081921	0.815308396754253	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_600	154	1	weibull	5.395333	exp	53.8890532081921	0.815308396754253	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_601	154	0	weibull	5.395333	exp	47.0771146213815	0.819642169697034	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_602	154	1	weibull	5.395333	exp	47.0771146213815	0.819642169697034	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_603	154	0	weibull	5.395333	exp	22.3236525861834	0.87470139063641	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_604	154	1	weibull	5.395333	exp	22.3236525861834	0.87470139063641	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_605	154	0	weibull	5.395333	exp	36.1405155041815	0.807824468150135	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_606	154	1	weibull	5.395333	exp	36.1405155041815	0.807824468150135	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_607	154	0	weibull	5.395333	exp	33.5165669320423	0.995569838716083	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_608	154	1	weibull	5.395333	exp	33.5165669320423	0.995569838716083	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_609	154	0	weibull	5.395333	exp	43.3130645795989	0.952410106697681	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_610	154	1	weibull	5.395333	exp	43.3130645795989	0.952410106697681	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_611	154	0	weibull	5.395333	exp	23.6745595609012	0.89499139861143	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_612	154	1	weibull	5.395333	exp	23.6745595609012	0.89499139861143	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_613	154	0	weibull	5.395333	exp	13.5953521025356	0.975223268460395	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_614	154	1	weibull	5.395333	exp	13.5953521025356	0.975223268460395	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_615	154	0	weibull	5.395333	exp	27.8660895825052	0.933102396592103	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_616	154	1	weibull	5.395333	exp	27.8660895825052	0.933102396592103	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_617	154	0	weibull	5.395333	exp	10.4711862916525	0.851288995989712	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_618	154	1	weibull	5.395333	exp	10.4711862916525	0.851288995989712	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_619	154	0	weibull	5.395333	exp	55.3838178427387	0.911680628309977	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_620	154	1	weibull	5.395333	exp	55.3838178427387	0.911680628309977	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_621	154	0	weibull	5.395333	exp	43.4472895715263	0.913018003051593	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_622	154	1	weibull	5.395333	exp	43.4472895715263	0.913018003051593	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_623	154	0	weibull	5.395333	exp	10.8132717969393	0.956503926299816	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_624	154	1	weibull	5.395333	exp	10.8132717969393	0.956503926299816	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_625	154	0	weibull	5.395333	exp	30.3892371057042	0.912334757625669	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_626	154	1	weibull	5.395333	exp	30.3892371057042	0.912334757625669	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_627	154	0	weibull	5.395333	exp	48.8089036821176	0.865996793622243	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_628	154	1	weibull	5.395333	exp	48.8089036821176	0.865996793622243	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_629	154	0	weibull	5.395333	exp	39.6506756302553	0.977623302531527	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_630	154	1	weibull	5.395333	exp	39.6506756302553	0.977623302531527	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_631	154	0	weibull	5.395333	exp	55.2223224629234	0.804272558662545	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_632	154	1	weibull	5.395333	exp	55.2223224629234	0.804272558662545	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_633	154	0	weibull	5.395333	exp	16.1321260832092	0.84632007309569	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_634	154	1	weibull	5.395333	exp	16.1321260832092	0.84632007309569	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_635	154	0	weibull	5.395333	exp	13.6526568331645	0.832472737229539	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_636	154	1	weibull	5.395333	exp	13.6526568331645	0.832472737229539	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_637	154	0	weibull	5.395333	exp	19.2350729524938	0.913543940673476	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_638	154	1	weibull	5.395333	exp	19.2350729524938	0.913543940673476	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_639	154	0	weibull	5.395333	exp	18.8669734646257	0.842897604780853	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_640	154	1	weibull	5.395333	exp	18.8669734646257	0.842897604780853	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_641	154	0	weibull	5.395333	exp	41.5038036152031	0.86735765211204	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_642	154	1	weibull	5.395333	exp	41.5038036152031	0.86735765211204	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_643	154	0	weibull	5.395333	exp	14.5447928269032	0.945497306441305	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_644	154	1	weibull	5.395333	exp	14.5447928269032	0.945497306441305	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_645	154	0	weibull	5.395333	exp	47.2113363333306	0.982216865178807	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_646	154	1	weibull	5.395333	exp	47.2113363333306	0.982216865178807	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_647	154	0	weibull	5.395333	exp	38.4731963424881	0.916642825321351	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_648	154	1	weibull	5.395333	exp	38.4731963424881	0.916642825321351	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_649	154	0	weibull	5.395333	exp	12.3184862793466	0.946033632755567	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_650	154	1	weibull	5.395333	exp	12.3184862793466	0.946033632755567	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_651	154	0	weibull	5.395333	exp	11.1640402835477	0.877673071698023	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_652	154	1	weibull	5.395333	exp	11.1640402835477	0.877673071698023	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_653	154	0	weibull	5.395333	exp	29.2238481314908	0.805260534176338	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_654	154	1	weibull	5.395333	exp	29.2238481314908	0.805260534176338	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_655	154	0	weibull	5.395333	exp	50.2050123729755	0.981522857270279	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_656	154	1	weibull	5.395333	exp	50.2050123729755	0.981522857270279	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_657	154	0	weibull	5.395333	exp	43.9179907533382	0.910695942439115	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_658	154	1	weibull	5.395333	exp	43.9179907533382	0.910695942439115	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_659	154	0	weibull	5.395333	exp	51.4496864487766	0.903997931867279	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_660	154	1	weibull	5.395333	exp	51.4496864487766	0.903997931867279	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_661	154	0	weibull	5.395333	exp	46.8528975564178	0.891718442525649	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_662	154	1	weibull	5.395333	exp	46.8528975564178	0.891718442525649	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_663	154	0	weibull	5.395333	exp	50.8925976828888	0.826277936231689	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_664	154	1	weibull	5.395333	exp	50.8925976828888	0.826277936231689	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_665	154	0	weibull	5.395333	exp	59.0804098990467	0.834333543878871	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_666	154	1	weibull	5.395333	exp	59.0804098990467	0.834333543878871	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_667	154	0	weibull	5.395333	exp	28.7880634230301	0.810979790650629	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_668	154	1	weibull	5.395333	exp	28.7880634230301	0.810979790650629	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_669	154	0	weibull	5.395333	exp	16.6946951784414	0.93942356449464	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_670	154	1	weibull	5.395333	exp	16.6946951784414	0.93942356449464	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_671	154	0	weibull	5.395333	exp	44.4431482304221	0.961873329252813	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_672	154	1	weibull	5.395333	exp	44.4431482304221	0.961873329252813	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_673	154	0	weibull	5.395333	exp	32.7518807463236	0.986044351035739	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_674	154	1	weibull	5.395333	exp	32.7518807463236	0.986044351035739	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_675	154	0	weibull	5.395333	exp	54.2547067963878	0.894031318160619	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_676	154	1	weibull	5.395333	exp	54.2547067963878	0.894031318160619	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_677	154	0	weibull	5.395333	exp	59.1728627427884	0.900696591612207	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_678	154	1	weibull	5.395333	exp	59.1728627427884	0.900696591612207	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_679	154	0	weibull	5.395333	exp	29.372471312171	0.965460228815922	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_680	154	1	weibull	5.395333	exp	29.372471312171	0.965460228815922	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_681	154	0	weibull	5.395333	exp	31.3957840872919	0.882076831975132	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_682	154	1	weibull	5.395333	exp	31.3957840872919	0.882076831975132	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_683	154	0	weibull	5.395333	exp	20.502198644891	0.936137935070912	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_684	154	1	weibull	5.395333	exp	20.502198644891	0.936137935070912	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_685	154	0	weibull	5.395333	exp	31.4114149656872	0.837973931499099	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_686	154	1	weibull	5.395333	exp	31.4114149656872	0.837973931499099	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_687	154	0	weibull	5.395333	exp	12.6124149206822	0.934204322831846	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_688	154	1	weibull	5.395333	exp	12.6124149206822	0.934204322831846	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_689	154	0	weibull	5.395333	exp	29.8344977665773	0.817081772764745	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_690	154	1	weibull	5.395333	exp	29.8344977665773	0.817081772764745	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_691	154	0	weibull	5.395333	exp	43.1307651415073	0.809070466808013	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_692	154	1	weibull	5.395333	exp	43.1307651415073	0.809070466808013	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_693	154	0	weibull	5.395333	exp	11.8933745505506	0.858324834293296	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_694	154	1	weibull	5.395333	exp	11.8933745505506	0.858324834293296	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_695	154	0	weibull	5.395333	exp	55.7408302059259	0.849862078436898	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_696	154	1	weibull	5.395333	exp	55.7408302059259	0.849862078436898	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_697	154	0	weibull	5.395333	exp	39.5675677883829	0.889295404257554	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_698	154	1	weibull	5.395333	exp	39.5675677883829	0.889295404257554	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_699	154	0	weibull	5.395333	exp	54.6055568066904	0.920096433257148	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_700	154	1	weibull	5.395333	exp	54.6055568066904	0.920096433257148	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_701	154	0	weibull	5.395333	exp	26.7355924015249	0.979574225989444	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_702	154	1	weibull	5.395333	exp	26.7355924015249	0.979574225989444	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_703	154	0	weibull	5.395333	exp	31.8641463406533	0.891461982313046	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_704	154	1	weibull	5.395333	exp	31.8641463406533	0.891461982313046	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_705	154	0	weibull	5.395333	exp	47.9536045839902	0.951748812730086	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_706	154	1	weibull	5.395333	exp	47.9536045839902	0.951748812730086	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_707	154	0	weibull	5.395333	exp	19.4167581651864	0.876319544730876	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_708	154	1	weibull	5.395333	exp	19.4167581651864	0.876319544730876	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_709	154	0	weibull	5.395333	exp	19.3774788039917	0.945675926764234	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_710	154	1	weibull	5.395333	exp	19.3774788039917	0.945675926764234	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_711	154	0	weibull	5.395333	exp	26.3948129778716	0.966025267527538	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_712	154	1	weibull	5.395333	exp	26.3948129778716	0.966025267527538	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_713	154	0	weibull	5.395333	exp	50.5263358519707	0.884110851838931	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_714	154	1	weibull	5.395333	exp	50.5263358519707	0.884110851838931	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_715	154	0	weibull	5.395333	exp	48.4232666844789	0.859013087910184	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_716	154	1	weibull	5.395333	exp	48.4232666844789	0.859013087910184	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_717	154	0	weibull	5.395333	exp	23.8463798395	0.873183874602519	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_718	154	1	weibull	5.395333	exp	23.8463798395	0.873183874602519	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_719	154	0	weibull	5.395333	exp	25.4534658568104	0.922382408171143	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_720	154	1	weibull	5.395333	exp	25.4534658568104	0.922382408171143	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_721	154	0	weibull	5.395333	exp	48.394175108125	0.829281057493966	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_722	154	1	weibull	5.395333	exp	48.394175108125	0.829281057493966	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_723	154	0	weibull	5.395333	exp	45.2368531462357	0.85642745800289	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_724	154	1	weibull	5.395333	exp	45.2368531462357	0.85642745800289	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_725	154	0	weibull	5.395333	exp	11.7806746867208	0.997928157957906	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_726	154	1	weibull	5.395333	exp	11.7806746867208	0.997928157957906	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_727	154	0	weibull	5.395333	exp	56.7136468824031	0.981657725074435	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_728	154	1	weibull	5.395333	exp	56.7136468824031	0.981657725074435	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_729	154	0	weibull	5.395333	exp	59.5505457788591	0.928477283866442	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_730	154	1	weibull	5.395333	exp	59.5505457788591	0.928477283866442	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_731	154	0	weibull	5.395333	exp	24.2792186224319	0.93756913011539	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_732	154	1	weibull	5.395333	exp	24.2792186224319	0.93756913011539	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_733	154	0	weibull	5.395333	exp	16.2248149914026	0.80019904392981	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_734	154	1	weibull	5.395333	exp	16.2248149914026	0.80019904392981	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_735	154	0	weibull	5.395333	exp	32.6661786940103	0.991616438140817	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_736	154	1	weibull	5.395333	exp	32.6661786940103	0.991616438140817	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_737	154	0	weibull	5.395333	exp	51.2757147163329	0.832867363932745	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_738	154	1	weibull	5.395333	exp	51.2757147163329	0.832867363932745	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_739	154	0	weibull	5.395333	exp	36.5089618420482	0.866235601727533	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_740	154	1	weibull	5.395333	exp	36.5089618420482	0.866235601727533	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_741	154	0	weibull	5.395333	exp	34.0114494676496	0.86716343047916	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_742	154	1	weibull	5.395333	exp	34.0114494676496	0.86716343047916	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_743	154	0	weibull	5.395333	exp	29.6300281086774	0.968052017792233	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_744	154	1	weibull	5.395333	exp	29.6300281086774	0.968052017792233	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_745	154	0	weibull	5.395333	exp	20.0294016759445	0.931607398081759	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_746	154	1	weibull	5.395333	exp	20.0294016759445	0.931607398081759	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_747	154	0	weibull	5.395333	exp	11.072493543842	0.861382600433701	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_748	154	1	weibull	5.395333	exp	11.072493543842	0.861382600433701	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_749	154	0	weibull	5.395333	exp	58.9998653638875	0.88640175470179	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_750	154	1	weibull	5.395333	exp	58.9998653638875	0.88640175470179	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_751	154	0	weibull	5.395333	exp	34.406026163396	0.802982249315312	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_752	154	1	weibull	5.395333	exp	34.406026163396	0.802982249315312	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_753	154	0	weibull	5.395333	exp	39.0334825722113	0.999093539134481	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_754	154	1	weibull	5.395333	exp	39.0334825722113	0.999093539134481	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_755	154	0	weibull	5.395333	exp	24.8724073375977	0.842464869348906	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_756	154	1	weibull	5.395333	exp	24.8724073375977	0.842464869348906	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_757	154	0	weibull	5.395333	exp	33.2914478737841	0.854976795818791	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_758	154	1	weibull	5.395333	exp	33.2914478737841	0.854976795818791	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_759	154	0	weibull	5.395333	exp	13.156089131617	0.985084985110603	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_760	154	1	weibull	5.395333	exp	13.156089131617	0.985084985110603	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_761	154	0	weibull	5.395333	exp	48.7250396204007	0.976770757874653	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_762	154	1	weibull	5.395333	exp	48.7250396204007	0.976770757874653	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_763	154	0	weibull	5.395333	exp	47.4698464917414	0.880831906345867	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_764	154	1	weibull	5.395333	exp	47.4698464917414	0.880831906345867	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_765	154	0	weibull	5.395333	exp	42.5418204167489	0.893504596350134	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_766	154	1	weibull	5.395333	exp	42.5418204167489	0.893504596350134	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_767	154	0	weibull	5.395333	exp	41.6352289324475	0.819031700378338	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_768	154	1	weibull	5.395333	exp	41.6352289324475	0.819031700378338	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_769	154	0	weibull	5.395333	exp	18.5036432250179	0.84132108561893	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_770	154	1	weibull	5.395333	exp	18.5036432250179	0.84132108561893	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_771	154	0	weibull	5.395333	exp	30.2414562074098	0.879095691544632	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_772	154	1	weibull	5.395333	exp	30.2414562074098	0.879095691544632	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_773	154	0	weibull	5.395333	exp	10.9114601505714	0.840050448724081	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_774	154	1	weibull	5.395333	exp	10.9114601505714	0.840050448724081	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_775	154	0	weibull	5.395333	exp	11.5892076543042	0.893741711993083	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_776	154	1	weibull	5.395333	exp	11.5892076543042	0.893741711993083	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_777	154	0	weibull	5.395333	exp	35.0359738648487	0.989727571753815	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_778	154	1	weibull	5.395333	exp	35.0359738648487	0.989727571753815	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_779	154	0	weibull	5.395333	exp	26.4678996871849	0.839936831581671	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_780	154	1	weibull	5.395333	exp	26.4678996871849	0.839936831581671	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_781	154	0	weibull	5.395333	exp	30.9439302580999	0.970328537555488	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_782	154	1	weibull	5.395333	exp	30.9439302580999	0.970328537555488	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_783	154	0	weibull	5.395333	exp	32.9978538141348	0.967265511230488	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_784	154	1	weibull	5.395333	exp	32.9978538141348	0.967265511230488	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_785	154	0	weibull	5.395333	exp	17.6155872855139	0.880599436078174	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_786	154	1	weibull	5.395333	exp	17.6155872855139	0.880599436078174	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_787	154	0	weibull	5.395333	exp	34.3263834145447	0.801302653637366	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_788	154	1	weibull	5.395333	exp	34.3263834145447	0.801302653637366	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_789	154	0	weibull	5.395333	exp	35.4804866508535	0.966878309748154	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_790	154	1	weibull	5.395333	exp	35.4804866508535	0.966878309748154	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_791	154	0	weibull	5.395333	exp	29.4276415545092	0.931170603490055	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_792	154	1	weibull	5.395333	exp	29.4276415545092	0.931170603490055	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_793	154	0	weibull	5.395333	exp	15.2453412186926	0.915651240000886	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_794	154	1	weibull	5.395333	exp	15.2453412186926	0.915651240000886	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_795	154	0	weibull	5.395333	exp	23.0694952672742	0.885708684365197	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_796	154	1	weibull	5.395333	exp	23.0694952672742	0.885708684365197	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_797	154	0	weibull	5.395333	exp	49.7801734226011	0.985969981706508	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_798	154	1	weibull	5.395333	exp	49.7801734226011	0.985969981706508	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_799	154	0	weibull	5.395333	exp	59.8984132014677	0.974642301331703	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_800	154	1	weibull	5.395333	exp	59.8984132014677	0.974642301331703	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_801	154	0	weibull	5.395333	exp	41.332509235859	0.950158419727943	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_802	154	1	weibull	5.395333	exp	41.332509235859	0.950158419727943	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_803	154	0	weibull	5.395333	exp	39.9354630635668	0.949462190849023	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_804	154	1	weibull	5.395333	exp	39.9354630635668	0.949462190849023	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_805	154	0	weibull	5.395333	exp	17.039600115721	0.993009924393382	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_806	154	1	weibull	5.395333	exp	17.039600115721	0.993009924393382	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_807	154	0	weibull	5.395333	exp	38.5556714859455	0.820758310428532	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_808	154	1	weibull	5.395333	exp	38.5556714859455	0.820758310428532	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_809	154	0	weibull	5.395333	exp	31.0923756942368	0.993807926924109	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_810	154	1	weibull	5.395333	exp	31.0923756942368	0.993807926924109	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_811	154	0	weibull	5.395333	exp	59.3595122988009	0.905602941265144	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_812	154	1	weibull	5.395333	exp	59.3595122988009	0.905602941265144	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_813	154	0	weibull	5.395333	exp	47.8364063600163	0.961295443268422	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_814	154	1	weibull	5.395333	exp	47.8364063600163	0.961295443268422	3
iTPP3_ChemoLiver_TreatLiverBlood_replication_815	154	0	weibull	5.395333	exp	43.2421654084563	0.827995875057391	3
